time,watts,nits,tag,test_name,test_time,video,preset_picture,abc,backlight,lux,mdd,qs,special_commands,ccf_pps,seconds,APL',R,G,B
2020-08-26 09:05:24,3.20686954115,1.61213564217,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,71.0,26.0,17.7,13.4,9.5
2020-08-26 09:05:25,3.54367345872,1.83157142541,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,72.0,23.6,7.8,8.3,9.2
2020-08-26 09:05:26,3.55304993155,1.88167404948,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,73.0,25.4,9.1,9.8,10.7
2020-08-26 09:05:27,3.33440599788,1.58006535284,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,74.0,25.4,17.5,18.3,13.5
2020-08-26 09:05:28,3.48449829966,1.87915945119,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,75.0,19.8,2.2,3.3,1.2
2020-08-26 09:05:29,3.51772414985,1.78887431536,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,76.0,24.3,3.7,5.2,2.2
2020-08-26 09:05:30,3.44406922504,1.78663968439,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,77.0,27.3,5.5,7.1,2.9
2020-08-26 09:05:31,3.30524615237,1.6793800673,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,78.0,28.5,6.4,8.1,3.3
2020-08-26 09:05:32,3.25753188139,1.61994799774,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,79.0,19.9,7.8,6.5,2.3
2020-08-26 09:05:33,3.54200588761,1.6567140703,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,80.0,23.9,9.5,7.8,2.9
2020-08-26 09:05:34,3.52111882942,1.76907601462,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,81.0,27.2,12.9,10.0,3.5
2020-08-26 09:05:35,3.70408463472,1.74062507657,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,82.0,27.5,15.6,11.4,4.0
2020-08-26 09:05:36,3.52155889909,1.59749630778,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,83.0,25.5,13.5,8.0,12.1
2020-08-26 09:05:37,3.56425959106,1.85117759586,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,84.0,25.0,12.1,7.0,11.3
2020-08-26 09:05:38,3.68411260325,1.8222874792,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,85.0,24.3,11.6,6.7,10.9
2020-08-26 09:05:39,3.39963691514,1.70394486593,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,86.0,24.2,2.9,5.3,4.5
2020-08-26 09:05:40,3.60648655426,1.87753172066,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,87.0,23.7,12.7,7.0,6.7
2020-08-26 09:05:41,3.47248553702,1.61097421334,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,88.0,24.8,13.6,7.7,7.1
2020-08-26 09:05:42,3.53002106447,1.67331610866,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,89.0,28.3,7.6,3.6,19.8
2020-08-26 09:05:43,3.37864952777,1.65155730846,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,90.0,23.3,9.1,5.7,6.0
2020-08-26 09:05:44,3.6114892793,1.89204098174,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,91.0,23.0,8.8,5.6,5.9
2020-08-26 09:05:45,3.46158655537,1.54482096397,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,92.0,23.1,11.1,9.9,11.5
2020-08-26 09:05:46,3.57850783769,1.80375952914,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,93.0,22.1,10.9,10.4,11.1
2020-08-26 09:05:47,3.50146772619,1.6309696359,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,94.0,25.6,3.1,7.7,1.2
2020-08-26 09:05:48,3.25569312964,1.80092859927,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,95.0,21.8,2.3,6.3,0.9
2020-08-26 09:05:49,3.40369205361,1.73230153391,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,96.0,23.1,2.6,6.6,1.1
2020-08-26 09:05:50,3.3509163063,1.6867677463,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,97.0,21.3,1.8,5.8,0.6
2020-08-26 09:05:51,3.48266762003,1.72818465193,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,98.0,22.7,10.2,5.7,8.4
2020-08-26 09:05:52,3.49151708168,1.81059957546,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,99.0,22.9,16.4,8.7,3.2
2020-08-26 09:05:53,3.17577557666,1.56977698868,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,100.0,22.8,16.5,8.9,3.2
2020-08-26 09:05:54,3.43720265375,1.77951970108,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,101.0,22.2,9.9,4.9,3.6
2020-08-26 09:05:55,3.80115098712,1.89895657258,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,102.0,21.6,10.1,4.7,3.0
2020-08-26 09:05:56,3.44115744006,1.89572804913,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,103.0,21.3,9.3,4.5,4.2
2020-08-26 09:05:57,3.32245455868,1.57954661391,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,104.0,21.7,9.6,4.7,4.4
2020-08-26 09:05:58,3.23126897182,1.53727936525,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,105.0,20.7,9.9,4.6,3.0
2020-08-26 09:05:59,3.58027418663,1.74016780979,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,106.0,20.8,9.9,4.7,3.1
2020-08-26 09:06:00,3.36408141312,1.68082827807,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,107.0,20.0,6.6,2.4,2.9
2020-08-26 09:06:01,3.624812478,1.8921030641,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,108.0,20.2,6.9,3.1,3.9
2020-08-26 09:06:02,3.14679198472,1.45635325668,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,109.0,16.4,3.9,3.9,4.6
2020-08-26 09:06:03,3.26990479351,1.60840505304,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,110.0,21.0,5.7,5.3,4.9
2020-08-26 09:06:04,3.31725230904,1.6294881068,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,111.0,18.1,4.4,4.3,3.9
2020-08-26 09:06:05,3.49261611777,1.80676869491,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,112.0,24.4,8.7,9.0,10.5
2020-08-26 09:06:06,3.52563748325,1.67468027652,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,113.0,20.3,5.0,4.6,4.7
2020-08-26 09:06:07,3.40599523319,1.71591881961,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,114.0,20.4,12.6,9.0,4.4
2020-08-26 09:06:08,3.73779129428,1.92433063039,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,115.0,18.4,12.7,8.8,4.2
2020-08-26 09:06:09,3.28839626913,1.66267437341,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,116.0,20.3,3.7,5.0,8.2
2020-08-26 09:06:10,3.59574697749,1.79671198439,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,117.0,16.7,2.1,2.1,4.4
2020-08-26 09:06:11,3.42490457447,1.57118952698,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,118.0,17.6,3.2,2.7,4.7
2020-08-26 09:06:12,3.56131563141,1.737174103,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,119.0,19.0,4.9,3.7,5.3
2020-08-26 09:06:13,3.37405997256,1.79933920641,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,120.0,20.7,6.9,5.0,6.2
2020-08-26 09:06:14,2.98973896758,1.58865417457,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,121.0,22.7,9.0,6.3,7.2
2020-08-26 09:06:15,3.46315493903,1.69098170035,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,122.0,20.2,4.2,3.5,2.7
2020-08-26 09:06:16,3.1118898209,1.53344838543,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,123.0,21.7,4.6,3.7,2.7
2020-08-26 09:06:17,3.33541001744,1.51401619297,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,124.0,18.1,3.1,2.7,2.0
2020-08-26 09:06:18,3.43581377192,1.65567685441,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,125.0,16.5,9.7,3.7,6.0
2020-08-26 09:06:19,3.70189402645,1.85777378212,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,126.0,22.7,11.1,8.2,12.8
2020-08-26 09:06:20,3.55724973344,1.79637217786,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,127.0,15.9,9.2,2.0,7.0
2020-08-26 09:06:21,3.44283851294,1.86596491987,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,128.0,20.7,7.5,5.5,10.9
2020-08-26 09:06:22,3.49569039667,1.73297511404,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,129.0,21.4,10.9,6.6,9.3
2020-08-26 09:06:23,3.44474673783,1.71314227978,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,130.0,18.3,7.7,6.9,6.4
2020-08-26 09:06:24,3.38064305578,1.65672313012,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,131.0,19.1,7.7,6.8,6.5
2020-08-26 09:06:25,3.21527083485,1.59716242287,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,132.0,16.2,5.7,5.0,4.9
2020-08-26 09:06:26,3.47987118866,1.80100873047,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,133.0,19.7,7.9,7.0,6.9
2020-08-26 09:06:27,3.34624717915,1.79929026517,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,134.0,22.3,3.7,3.4,6.8
2020-08-26 09:06:28,3.75945808415,1.94007404024,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,135.0,20.0,3.0,3.1,3.3
2020-08-26 09:06:29,3.73264937395,1.80756769913,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,136.0,16.8,2.2,1.9,1.9
2020-08-26 09:06:30,3.4087383973,1.65627479097,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,137.0,17.7,2.8,2.0,2.7
2020-08-26 09:06:31,3.74735552048,2.00149574821,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,138.0,17.8,3.4,2.2,2.0
2020-08-26 09:06:32,3.38862219981,1.67189921964,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,139.0,14.1,2.5,2.1,3.9
2020-08-26 09:06:33,3.71990008117,1.89521435633,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,140.0,16.9,3.8,3.1,6.2
2020-08-26 09:06:34,3.31350703372,1.60919848541,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,141.0,20.7,6.0,4.7,5.2
2020-08-26 09:06:35,3.6756001427,1.83635743099,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,142.0,16.7,5.0,4.1,5.9
2020-08-26 09:06:36,3.22356589678,1.70551387162,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,143.0,19.6,6.1,5.1,11.8
2020-08-26 09:06:37,3.57938460087,1.77529237391,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,144.0,16.8,5.9,2.4,3.0
2020-08-26 09:06:38,3.31017303484,1.72618041156,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,145.0,18.7,7.4,2.8,3.5
2020-08-26 09:06:39,3.27930773846,1.81219321261,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,146.0,19.0,8.1,7.9,8.4
2020-08-26 09:06:40,3.22920357857,1.59925132899,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,147.0,16.8,3.5,4.3,0.7
2020-08-26 09:06:41,3.35870808296,1.7057725107,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,148.0,16.8,4.0,2.3,3.3
2020-08-26 09:06:42,3.50226362724,1.70354191028,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,149.0,15.3,3.9,1.6,2.2
2020-08-26 09:06:43,3.51612266315,1.75091124873,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,150.0,15.1,3.5,1.4,2.1
2020-08-26 09:06:44,3.4041092313,1.65396259464,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,151.0,19.6,6.5,2.4,3.0
2020-08-26 09:06:45,3.52458295877,1.76218866258,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,152.0,17.6,5.8,1.7,2.5
2020-08-26 09:06:46,3.46261498698,1.62901648182,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,153.0,15.7,5.8,5.0,2.5
2020-08-26 09:06:47,3.24060095953,1.69639763332,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,154.0,18.2,5.8,4.7,2.2
2020-08-26 09:06:48,3.65667937379,1.97063154192,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,155.0,16.7,4.8,2.8,2.0
2020-08-26 09:06:49,3.61025888828,1.8867111484,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,156.0,14.6,3.6,1.9,2.1
2020-08-26 09:06:50,3.14035143908,1.57344528038,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,157.0,13.7,2.0,2.1,4.1
2020-08-26 09:06:51,3.5709177721,1.65810965973,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,158.0,14.3,2.2,2.3,4.5
2020-08-26 09:06:52,3.48219444346,1.66789919187,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,159.0,14.7,8.3,5.8,1.5
2020-08-26 09:06:53,3.5856317757,1.8650475803,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,160.0,15.3,15.6,1.8,0.5
2020-08-26 09:06:54,3.40237956928,1.62842065047,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,161.0,16.0,3.1,1.5,1.5
2020-08-26 09:06:55,3.13235906038,1.65681601374,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,162.0,15.8,3.0,1.5,1.5
2020-08-26 09:06:56,3.61094221925,1.80177154794,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,163.0,14.8,2.6,1.3,1.3
2020-08-26 09:06:57,3.89896063299,2.02991337371,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,164.0,12.2,1.8,0.8,0.8
2020-08-26 09:06:58,3.48423803961,1.74421098455,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,165.0,14.1,3.6,1.1,1.7
2020-08-26 09:06:59,3.38817132881,1.60498307051,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,166.0,13.2,2.9,1.1,1.8
2020-08-26 09:07:00,3.44838565158,1.63696517629,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,167.0,13.5,3.3,1.2,1.9
2020-08-26 09:07:01,3.42634469276,1.65235718928,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,168.0,12.5,2.9,2.3,2.4
2020-08-26 09:07:02,3.25310171529,1.70218265219,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,169.0,9.9,2.1,1.5,1.6
2020-08-26 09:07:03,3.4359512415,1.82357572669,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,170.0,10.0,2.0,1.5,1.6
