time,watts,nits,tag,test_name,test_time,video,preset_picture,abc,backlight,lux,mdd,qs,special_commands,ccf_pps,seconds,APL',R,G,B,waketime,source
2020-10-21 09:39:48,3.18709307964,1.64917873188,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,84.0,25.0,12.1,7.0,11.3,,mock-datalog.csv
2020-10-21 09:39:49,3.27830075315,1.50634212163,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,85.0,24.3,11.6,6.7,10.9,,mock-datalog.csv
2020-10-21 09:39:50,3.32058957148,1.65766346573,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,86.0,24.2,2.9,5.3,4.5,,mock-datalog.csv
2020-10-21 09:39:51,2.98565461186,1.52523362936,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,87.0,23.7,12.7,7.0,6.7,,mock-datalog.csv
2020-10-21 09:39:52,3.16170310492,1.59098903042,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,88.0,24.8,13.6,7.7,7.1,,mock-datalog.csv
2020-10-21 09:39:53,3.17598477409,1.67199556222,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,89.0,28.3,7.6,3.6,19.8,,mock-datalog.csv
2020-10-21 09:39:54,3.0380564675,1.43240052437,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,90.0,23.3,9.1,5.7,6.0,,mock-datalog.csv
2020-10-21 09:39:55,3.04638774239,1.60758991968,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,91.0,23.0,8.8,5.6,5.9,,mock-datalog.csv
2020-10-21 09:39:56,2.93642573797,1.45686148742,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,92.0,23.1,11.1,9.9,11.5,,mock-datalog.csv
2020-10-21 09:39:57,3.1369039468,1.67154498949,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,93.0,22.1,10.9,10.4,11.1,,mock-datalog.csv
2020-10-21 09:39:58,3.32507915607,1.85371354438,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,94.0,25.6,3.1,7.7,1.2,,mock-datalog.csv
2020-10-21 09:39:59,3.06698473399,1.64846356813,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,95.0,21.8,2.3,6.3,0.9,,mock-datalog.csv
2020-10-21 09:40:00,3.15573313127,1.63320630635,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,96.0,23.1,2.6,6.6,1.1,,mock-datalog.csv
2020-10-21 09:40:01,3.19552215581,1.60210918767,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,97.0,21.3,1.8,5.8,0.6,,mock-datalog.csv
2020-10-21 09:40:02,3.32574304012,1.69603338489,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,98.0,22.7,10.2,5.7,8.4,,mock-datalog.csv
2020-10-21 09:40:03,3.21954683528,1.48066361576,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,99.0,22.9,16.4,8.7,3.2,,mock-datalog.csv
2020-10-21 09:40:04,3.31385664046,1.54280294144,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,100.0,22.8,16.5,8.9,3.2,,mock-datalog.csv
2020-10-21 09:40:05,3.29531248405,1.92071736414,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,101.0,22.2,9.9,4.9,3.6,,mock-datalog.csv
2020-10-21 09:40:06,3.086620076,1.41503703139,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,102.0,21.6,10.1,4.7,3.0,,mock-datalog.csv
2020-10-21 09:40:07,3.30303509559,1.69850953434,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,103.0,21.3,9.3,4.5,4.2,,mock-datalog.csv
2020-10-21 09:40:08,3.24086803025,1.71789723789,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,104.0,21.7,9.6,4.7,4.4,,mock-datalog.csv
2020-10-21 09:40:09,3.21363425433,1.62768601073,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,105.0,20.7,9.9,4.6,3.0,,mock-datalog.csv
2020-10-21 09:40:10,3.21820503803,1.57705694976,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,106.0,20.8,9.9,4.7,3.1,,mock-datalog.csv
2020-10-21 09:40:11,3.02192645617,1.62891431372,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,107.0,20.0,6.6,2.4,2.9,,mock-datalog.csv
2020-10-21 09:40:12,2.98891889977,1.46942428462,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,108.0,20.2,6.9,3.1,3.9,,mock-datalog.csv
2020-10-21 09:40:13,3.23129626275,1.70323778675,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,109.0,16.4,3.9,3.9,4.6,,mock-datalog.csv
2020-10-21 09:40:14,3.33990116487,1.79354246417,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,110.0,21.0,5.7,5.3,4.9,,mock-datalog.csv
2020-10-21 09:40:15,3.05307018866,1.59545032376,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,111.0,18.1,4.4,4.3,3.9,,mock-datalog.csv
2020-10-21 09:40:16,3.06705127943,1.46709623841,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,112.0,24.4,8.7,9.0,10.5,,mock-datalog.csv
2020-10-21 09:40:17,3.39993601729,1.71778238635,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,113.0,20.3,5.0,4.6,4.7,,mock-datalog.csv
2020-10-21 09:40:18,3.16232899025,1.4733128048,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,114.0,20.4,12.6,9.0,4.4,,mock-datalog.csv
2020-10-21 09:40:19,3.27216618013,1.70901485564,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,115.0,18.4,12.7,8.8,4.2,,mock-datalog.csv
2020-10-21 09:40:20,3.21768013493,1.68072047687,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,116.0,20.3,3.7,5.0,8.2,,mock-datalog.csv
2020-10-21 09:40:21,3.11310510291,1.56423290622,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,117.0,16.7,2.1,2.1,4.4,,mock-datalog.csv
2020-10-21 09:40:22,3.23255935985,1.60699552722,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,118.0,17.6,3.2,2.7,4.7,,mock-datalog.csv
2020-10-21 09:40:23,2.93007837746,1.47769350408,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,119.0,19.0,4.9,3.7,5.3,,mock-datalog.csv
2020-10-21 09:40:24,3.42135843163,1.83776104844,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,120.0,20.7,6.9,5.0,6.2,,mock-datalog.csv
2020-10-21 09:40:25,2.92479480483,1.40643956022,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,121.0,22.7,9.0,6.3,7.2,,mock-datalog.csv
2020-10-21 09:40:26,3.13117615082,1.58277339923,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,122.0,20.2,4.2,3.5,2.7,,mock-datalog.csv
2020-10-21 09:40:27,2.9125224448,1.59601567738,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,123.0,21.7,4.6,3.7,2.7,,mock-datalog.csv
2020-10-21 09:40:28,3.18439725334,1.59313476612,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,124.0,18.1,3.1,2.7,2.0,,mock-datalog.csv
2020-10-21 09:40:29,3.17592161587,1.63916044863,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,125.0,16.5,9.7,3.7,6.0,,mock-datalog.csv
2020-10-21 09:40:30,3.31028422534,1.69659123799,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,126.0,22.7,11.1,8.2,12.8,,mock-datalog.csv
2020-10-21 09:40:31,3.10509488235,1.46349340367,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,127.0,15.9,9.2,2.0,7.0,,mock-datalog.csv
2020-10-21 09:40:32,3.15523543438,1.72982990096,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,128.0,20.7,7.5,5.5,10.9,,mock-datalog.csv
2020-10-21 09:40:33,2.96881477684,1.41622757772,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,129.0,21.4,10.9,6.6,9.3,,mock-datalog.csv
2020-10-21 09:40:34,3.2192622929,1.66384776317,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,130.0,18.3,7.7,6.9,6.4,,mock-datalog.csv
2020-10-21 09:40:35,3.21601524865,1.6338787127,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,131.0,19.1,7.7,6.8,6.5,,mock-datalog.csv
2020-10-21 09:40:36,3.25242759974,1.61633917765,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,132.0,16.2,5.7,5.0,4.9,,mock-datalog.csv
2020-10-21 09:40:37,3.04227161183,1.46159449607,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,133.0,19.7,7.9,7.0,6.9,,mock-datalog.csv
2020-10-21 09:40:38,3.17321495975,1.65026729525,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,134.0,22.3,3.7,3.4,6.8,,mock-datalog.csv
2020-10-21 09:40:39,2.74741622195,1.49533526059,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,135.0,20.0,3.0,3.1,3.3,,mock-datalog.csv
2020-10-21 09:40:40,3.19239859323,1.58432112366,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,136.0,16.8,2.2,1.9,1.9,,mock-datalog.csv
2020-10-21 09:40:41,3.20804398152,1.59040815887,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,137.0,17.7,2.8,2.0,2.7,,mock-datalog.csv
2020-10-21 09:40:42,3.02843341509,1.54271432956,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,138.0,17.8,3.4,2.2,2.0,,mock-datalog.csv
2020-10-21 09:40:43,2.82951764745,1.39803877084,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,139.0,14.1,2.5,2.1,3.9,,mock-datalog.csv
2020-10-21 09:40:44,3.12764461181,1.56797679199,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,140.0,16.9,3.8,3.1,6.2,,mock-datalog.csv
2020-10-21 09:40:45,3.18001189785,1.64112978424,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,141.0,20.7,6.0,4.7,5.2,,mock-datalog.csv
2020-10-21 09:40:46,3.0125933025,1.60635655751,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,142.0,16.7,5.0,4.1,5.9,,mock-datalog.csv
2020-10-21 09:40:47,3.01044460684,1.54070413967,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,143.0,19.6,6.1,5.1,11.8,,mock-datalog.csv
2020-10-21 09:40:48,2.99832458423,1.64048287131,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,144.0,16.8,5.9,2.4,3.0,,mock-datalog.csv
2020-10-21 09:40:49,3.35534899014,1.70842125787,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,145.0,18.7,7.4,2.8,3.5,,mock-datalog.csv
2020-10-21 09:40:50,3.26795509611,1.65102179361,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,146.0,19.0,8.1,7.9,8.4,,mock-datalog.csv
2020-10-21 09:40:51,3.12399897318,1.52290129136,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,147.0,16.8,3.5,4.3,0.7,,mock-datalog.csv
2020-10-21 09:40:52,2.86586188746,1.51133503091,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,148.0,16.8,4.0,2.3,3.3,,mock-datalog.csv
2020-10-21 09:40:53,2.97276331029,1.35858076859,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,149.0,15.3,3.9,1.6,2.2,,mock-datalog.csv
