time,watts,nits,tag,test_name,test_time,video,preset_picture,abc,backlight,lux,mdd,qs,special_commands,ccf_pps,seconds,APL',R,G,B
2020-08-26 08:39:08,3.48471908035,1.86107303911,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,20.0,31.7,21.1,11.9,8.5
2020-08-26 08:39:09,3.39298265321,1.55692589003,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,21.0,30.0,7.2,6.1,6.4
2020-08-26 08:39:10,3.65969052996,1.74044720219,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,22.0,30.7,7.8,6.6,7.0
2020-08-26 08:39:11,3.39027936469,1.59662267595,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,23.0,31.5,8.3,7.1,7.7
2020-08-26 08:39:12,3.54922821395,1.83698964731,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,24.0,32.2,8.8,7.6,8.1
2020-08-26 08:39:13,3.51433731648,1.90582981367,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,25.0,32.6,9.1,7.9,8.5
2020-08-26 08:39:14,3.46896720168,1.60813101452,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,26.0,31.0,6.3,8.1,4.1
2020-08-26 08:39:15,3.32663440367,1.57891611308,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,27.0,31.0,6.4,8.1,4.1
2020-08-26 08:39:16,3.57461387512,1.60628911514,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,28.0,31.3,8.9,7.1,4.4
2020-08-26 08:39:17,3.60086935211,1.96596046797,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,29.0,30.1,18.7,7.4,6.9
2020-08-26 08:39:18,3.31410451912,1.63296059453,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,30.0,30.7,15.6,11.4,10.4
2020-08-26 08:39:19,3.68699466169,1.78523036117,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,31.0,29.8,14.2,10.2,9.1
2020-08-26 08:39:20,3.4522420704,1.73595737358,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,32.0,32.1,11.6,12.0,12.5
2020-08-26 08:39:21,3.5600343236,1.68433388431,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,33.0,28.1,9.2,9.4,10.1
2020-08-26 08:39:22,3.55741777638,1.72758599739,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,34.0,30.0,7.9,6.6,5.1
2020-08-26 08:39:23,3.29918278022,1.70508343609,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,35.0,31.0,8.4,7.2,5.7
2020-08-26 08:39:24,3.04246267407,1.54711321426,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,36.0,30.3,7.0,12.2,0.7
2020-08-26 08:39:25,3.24845148297,1.59932751578,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,37.0,32.8,7.9,14.2,0.9
2020-08-26 08:39:26,3.63806271691,1.90555570699,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,38.0,31.3,7.5,13.2,0.8
2020-08-26 08:39:27,3.13490181218,1.46389061145,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,39.0,26.3,5.4,9.1,0.7
2020-08-26 08:39:28,3.48840772214,1.8429987424,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,40.0,29.4,6.0,11.3,0.8
2020-08-26 08:39:29,3.3230364527,1.75931620682,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,41.0,30.6,6.7,12.5,0.8
2020-08-26 08:39:30,3.75624150475,1.79973536013,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,42.0,29.0,11.2,9.1,4.9
2020-08-26 08:39:31,3.1565246459,1.73063555619,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,43.0,30.7,12.4,10.0,5.5
2020-08-26 08:39:32,3.79485277408,1.90872039143,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,44.0,28.9,18.0,6.4,2.1
2020-08-26 08:39:33,3.46450662167,1.73553275727,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,45.0,29.9,20.1,6.7,2.3
2020-08-26 08:39:34,3.36441736275,1.71621112682,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,46.0,29.5,11.4,8.2,6.3
2020-08-26 08:39:35,3.43283126741,1.62788640582,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,47.0,28.6,13.1,12.3,9.4
2020-08-26 08:39:36,3.6487241434,1.89271039354,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,48.0,29.3,12.0,6.7,3.2
2020-08-26 08:39:37,3.18845846456,1.63986003603,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,49.0,26.2,10.0,5.6,2.7
2020-08-26 08:39:38,3.66535213902,1.73548213732,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,50.0,27.7,11.1,6.2,3.1
2020-08-26 08:39:39,3.32900466892,1.68906158049,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,51.0,31.2,13.3,8.5,3.9
2020-08-26 08:39:40,3.72211037168,1.88116083008,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,52.0,32.3,14.0,8.6,3.9
2020-08-26 08:39:41,3.37930301656,1.8204742295,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,53.0,27.1,14.6,7.2,8.2
2020-08-26 08:39:42,3.52570027226,1.70288739202,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,54.0,26.5,15.0,11.7,8.7
2020-08-26 08:39:43,3.172461255,1.72946958263,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,55.0,26.7,16.1,13.0,9.7
2020-08-26 08:39:44,3.14226624487,1.46932656148,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,56.0,27.5,8.7,6.2,4.0
2020-08-26 08:39:45,3.48945275544,1.81040311198,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,57.0,28.3,10.5,9.4,3.6
2020-08-26 08:39:46,3.44959859151,1.8362489518,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,58.0,27.7,6.1,5.6,4.1
2020-08-26 08:39:47,3.59517905262,1.8984458496,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,59.0,27.2,5.8,5.3,3.9
2020-08-26 08:39:48,3.60850606675,1.7651902795,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,60.0,26.6,14.9,7.1,8.0
2020-08-26 08:39:49,3.67251654158,1.84886189961,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,61.0,26.6,10.7,8.1,40.2
2020-08-26 08:39:50,3.43293170705,1.76032841196,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,62.0,29.5,20.3,8.2,31.7
2020-08-26 08:39:51,3.59703287871,1.62955027471,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,63.0,27.1,7.2,6.7,7.2
2020-08-26 08:39:52,3.48454395188,1.59323584498,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,64.0,27.0,4.9,8.9,1.2
2020-08-26 08:39:53,3.62089534879,1.76540033487,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,65.0,25.4,4.6,7.9,1.1
2020-08-26 08:39:54,3.30601142227,1.7876229682,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,66.0,25.9,9.6,7.7,19.0
2020-08-26 08:39:55,3.36766454101,1.61217421688,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,67.0,26.9,8.2,7.9,1.9
2020-08-26 08:39:56,3.45624551544,1.72149974607,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,68.0,25.4,14.5,12.5,6.7
2020-08-26 08:39:57,3.45782217733,1.50501684265,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,69.0,25.5,13.0,12.8,6.9
2020-08-26 08:39:58,3.53252945857,1.6750847968,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,70.0,23.1,12.4,11.0,13.7
2020-08-26 08:39:59,3.572862021,1.78274469575,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,71.0,26.0,17.7,13.4,9.5
2020-08-26 08:40:00,3.15473031982,1.53399300366,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,72.0,23.6,7.8,8.3,9.2
2020-08-26 08:40:01,3.7371612116,1.84279465898,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,73.0,25.4,9.1,9.8,10.7
2020-08-26 08:40:02,3.80938118314,1.74791633284,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,74.0,25.4,17.5,18.3,13.5
2020-08-26 08:40:03,3.65796584008,1.69073180822,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,75.0,19.8,2.2,3.3,1.2
2020-08-26 08:40:04,3.65612761693,1.7263905553,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,76.0,24.3,3.7,5.2,2.2
2020-08-26 08:40:05,3.59246363176,1.83358121901,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,77.0,27.3,5.5,7.1,2.9
2020-08-26 08:40:06,3.57121265738,1.7326513412,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,78.0,28.5,6.4,8.1,3.3
2020-08-26 08:40:07,3.40281072549,1.77656278503,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,79.0,19.9,7.8,6.5,2.3
2020-08-26 08:40:08,3.36591834204,1.66703989915,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,80.0,23.9,9.5,7.8,2.9
2020-08-26 08:40:09,3.4237273174,1.7020788717,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,81.0,27.2,12.9,10.0,3.5
2020-08-26 08:40:10,3.2655272689,1.73115253144,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,82.0,27.5,15.6,11.4,4.0
2020-08-26 08:40:11,3.24377000786,1.50444417119,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,83.0,25.5,13.5,8.0,12.1
2020-08-26 08:40:12,3.29034151424,1.66837133507,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,84.0,25.0,12.1,7.0,11.3
2020-08-26 08:40:13,3.73986359285,1.86758225292,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,85.0,24.3,11.6,6.7,10.9
2020-08-26 08:40:14,3.58376911387,1.70220198735,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,86.0,24.2,2.9,5.3,4.5
2020-08-26 08:40:15,3.33479378333,1.59784121874,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,87.0,23.7,12.7,7.0,6.7
2020-08-26 08:40:16,3.73094378206,1.77472574539,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,88.0,24.8,13.6,7.7,7.1
2020-08-26 08:40:17,3.32657583359,1.81419876014,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,89.0,28.3,7.6,3.6,19.8
2020-08-26 08:40:18,3.18550328156,1.6298042691,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,90.0,23.3,9.1,5.7,6.0
2020-08-26 08:40:19,3.58832263276,1.75651895445,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,91.0,23.0,8.8,5.6,5.9
2020-08-26 08:40:20,3.50673977651,1.73432344472,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,92.0,23.1,11.1,9.9,11.5
2020-08-26 08:40:21,3.80026236309,1.92888437448,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,93.0,22.1,10.9,10.4,11.1
2020-08-26 08:40:22,3.4259401888,1.79512156608,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,94.0,25.6,3.1,7.7,1.2
2020-08-26 08:40:23,3.67288056528,1.86208906185,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,95.0,21.8,2.3,6.3,0.9
2020-08-26 08:40:24,3.41665216565,1.74548182709,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,96.0,23.1,2.6,6.6,1.1
2020-08-26 08:40:25,3.60174757397,1.80921420329,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,97.0,21.3,1.8,5.8,0.6
2020-08-26 08:40:26,3.52063434222,1.93470478731,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,98.0,22.7,10.2,5.7,8.4
2020-08-26 08:40:27,3.48707946777,1.96026968203,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,99.0,22.9,16.4,8.7,3.2
2020-08-26 08:40:28,3.6353088029,1.8661713485,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,100.0,22.8,16.5,8.9,3.2
2020-08-26 08:40:29,3.34704855877,1.75720352517,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,101.0,22.2,9.9,4.9,3.6
2020-08-26 08:40:30,3.51378526842,1.61632723395,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,102.0,21.6,10.1,4.7,3.0
2020-08-26 08:40:31,3.32060756569,1.70748393844,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,103.0,21.3,9.3,4.5,4.2
2020-08-26 08:40:32,3.62944893561,1.64229463331,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,104.0,21.7,9.6,4.7,4.4
2020-08-26 08:40:33,3.45512752244,1.65596675444,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,105.0,20.7,9.9,4.6,3.0
2020-08-26 08:40:34,3.61032331097,1.86589463741,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,106.0,20.8,9.9,4.7,3.1
2020-08-26 08:40:35,3.41216618571,1.71648171765,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,107.0,20.0,6.6,2.4,2.9
2020-08-26 08:40:36,3.29035527621,1.72258306675,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,108.0,20.2,6.9,3.1,3.9
2020-08-26 08:40:37,3.31700639035,1.69214311034,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,109.0,16.4,3.9,3.9,4.6
2020-08-26 08:40:38,3.64508775654,1.83433024327,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,110.0,21.0,5.7,5.3,4.9
2020-08-26 08:40:39,3.60765348257,1.80476742914,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,111.0,18.1,4.4,4.3,3.9
2020-08-26 08:40:40,3.52616429595,1.89382229814,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,112.0,24.4,8.7,9.0,10.5
2020-08-26 08:40:41,3.5318111588,1.659473917,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,113.0,20.3,5.0,4.6,4.7
2020-08-26 08:40:42,3.44081980128,1.63310718582,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,114.0,20.4,12.6,9.0,4.4
2020-08-26 08:40:43,3.45999322048,1.84785339437,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,115.0,18.4,12.7,8.8,4.2
2020-08-26 08:40:44,3.63291945603,1.7713941681,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,116.0,20.3,3.7,5.0,8.2
2020-08-26 08:40:45,3.26633911054,1.72944754647,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,117.0,16.7,2.1,2.1,4.4
2020-08-26 08:40:46,3.57871798554,1.70203480332,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,118.0,17.6,3.2,2.7,4.7
2020-08-26 08:40:47,3.69611660545,1.67806509983,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,119.0,19.0,4.9,3.7,5.3
2020-08-26 08:40:48,3.46534917353,1.65053140069,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,120.0,20.7,6.9,5.0,6.2
2020-08-26 08:40:49,3.29842972089,1.73844035639,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,121.0,22.7,9.0,6.3,7.2
2020-08-26 08:40:50,3.42653849426,1.5187814276,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,122.0,20.2,4.2,3.5,2.7
2020-08-26 08:40:51,3.82070318247,2.03547859075,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,123.0,21.7,4.6,3.7,2.7
2020-08-26 08:40:52,3.32028985775,1.69203783872,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,124.0,18.1,3.1,2.7,2.0
2020-08-26 08:40:53,3.38253956625,1.85791435808,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,125.0,16.5,9.7,3.7,6.0
2020-08-26 08:40:54,3.42486657885,1.64607038049,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,126.0,22.7,11.1,8.2,12.8
2020-08-26 08:40:55,3.67792014983,1.90765683118,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,127.0,15.9,9.2,2.0,7.0
2020-08-26 08:40:56,3.57731483437,1.8428285395,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,128.0,20.7,7.5,5.5,10.9
2020-08-26 08:40:57,3.44525670527,1.71095814515,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,129.0,21.4,10.9,6.6,9.3
2020-08-26 08:40:58,3.42843427965,1.53918757619,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,130.0,18.3,7.7,6.9,6.4
2020-08-26 08:40:59,3.23968966093,1.65561900956,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,131.0,19.1,7.7,6.8,6.5
2020-08-26 08:41:00,3.37372405017,1.80788800857,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,132.0,16.2,5.7,5.0,4.9
2020-08-26 08:41:01,3.47929258676,1.71683256941,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,133.0,19.7,7.9,7.0,6.9
2020-08-26 08:41:02,3.47979167215,1.80854125135,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,134.0,22.3,3.7,3.4,6.8
2020-08-26 08:41:03,3.62114840896,1.62438622974,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,135.0,20.0,3.0,3.1,3.3
2020-08-26 08:41:04,3.73364588149,1.96567848224,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,136.0,16.8,2.2,1.9,1.9
2020-08-26 08:41:05,3.27673770123,1.60467994516,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,137.0,17.7,2.8,2.0,2.7
2020-08-26 08:41:06,3.23994215081,1.54922735051,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,138.0,17.8,3.4,2.2,2.0
2020-08-26 08:41:07,3.33268295125,1.69946162821,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,139.0,14.1,2.5,2.1,3.9
2020-08-26 08:41:08,3.58637376741,1.68354790214,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,140.0,16.9,3.8,3.1,6.2
2020-08-26 08:41:09,3.58793973436,1.9453292396,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,141.0,20.7,6.0,4.7,5.2
2020-08-26 08:41:10,3.68533988437,1.80997360524,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,142.0,16.7,5.0,4.1,5.9
2020-08-26 08:41:11,3.51036631934,1.75569879098,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,143.0,19.6,6.1,5.1,11.8
2020-08-26 08:41:12,3.55437063121,1.8117776518,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,144.0,16.8,5.9,2.4,3.0
2020-08-26 08:41:13,3.5409072418,1.78871847163,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,145.0,18.7,7.4,2.8,3.5
2020-08-26 08:41:14,3.78072252672,1.85316199401,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,146.0,19.0,8.1,7.9,8.4
2020-08-26 08:41:15,3.51895476031,1.80798214339,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,147.0,16.8,3.5,4.3,0.7
2020-08-26 08:41:16,3.33361024924,1.7711804304,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,148.0,16.8,4.0,2.3,3.3
2020-08-26 08:41:17,3.62412815631,1.66760737252,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,149.0,15.3,3.9,1.6,2.2
2020-08-26 08:41:18,3.53115169053,1.85517839979,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,150.0,15.1,3.5,1.4,2.1
2020-08-26 08:41:19,3.39416025229,1.58480105461,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,151.0,19.6,6.5,2.4,3.0
2020-08-26 08:41:20,3.37433276252,1.69005767738,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,152.0,17.6,5.8,1.7,2.5
2020-08-26 08:41:21,3.24472070604,1.55540978918,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,153.0,15.7,5.8,5.0,2.5
2020-08-26 08:41:22,3.82340288982,1.8711271119,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,154.0,18.2,5.8,4.7,2.2
2020-08-26 08:41:23,3.47609202469,1.71055702145,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,155.0,16.7,4.8,2.8,2.0
2020-08-26 08:41:24,3.47730238608,1.71620924064,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,156.0,14.6,3.6,1.9,2.1
2020-08-26 08:41:25,3.57348792519,1.79973423155,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,157.0,13.7,2.0,2.1,4.1
2020-08-26 08:41:26,3.65540417605,1.69892891428,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,158.0,14.3,2.2,2.3,4.5
2020-08-26 08:41:27,3.52084344416,1.83598913868,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,159.0,14.7,8.3,5.8,1.5
2020-08-26 08:41:28,3.67784185265,1.71317909414,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,160.0,15.3,15.6,1.8,0.5
2020-08-26 08:41:29,3.74800444716,1.80019740957,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,161.0,16.0,3.1,1.5,1.5
2020-08-26 08:41:30,3.5976504801,1.82338152205,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,162.0,15.8,3.0,1.5,1.5
2020-08-26 08:41:31,3.64315232964,1.91199592585,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,163.0,14.8,2.6,1.3,1.3
2020-08-26 08:41:32,3.64087049328,1.88060823407,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,164.0,12.2,1.8,0.8,0.8
2020-08-26 08:41:33,3.72492565193,1.89335086169,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,165.0,14.1,3.6,1.1,1.7
2020-08-26 08:41:34,3.50857105926,1.82762084324,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,166.0,13.2,2.9,1.1,1.8
2020-08-26 08:41:35,3.55199296676,1.693023193,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,167.0,13.5,3.3,1.2,1.9
2020-08-26 08:41:36,3.45203663012,1.8310130076,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,168.0,12.5,2.9,2.3,2.4
2020-08-26 08:41:37,3.8022436041,1.85351416705,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,169.0,9.9,2.1,1.5,1.6
2020-08-26 08:41:38,3.4401718322,1.75632500742,9.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,170.0,10.0,2.0,1.5,1.6
