seconds,APL',R,G,B
91,29.2,9.1,9.1,9.1
92,29.2,9.1,9.1,9.1
93,29.2,9.1,9.1,9.1
94,29.2,9.1,9.1,9.1
95,29.2,9.1,9.1,9.1
96,29.2,9.1,9.1,9.1
97,29.2,9.1,9.1,9.1
98,29.2,9.1,9.1,9.1
99,29.2,9.1,9.1,9.1
100,29.2,9.1,9.1,9.1
101,29.2,9.1,9.1,9.1
102,29.2,9.1,9.1,9.1
103,29.2,9.1,9.1,9.1
104,29.2,9.1,9.1,9.1
105,29.2,9.1,9.1,9.1
106,29.2,9.1,9.1,9.1
107,29.2,9.1,9.1,9.1
108,29.2,9.1,9.1,9.1
109,29.2,9.1,9.1,9.1
110,29.2,9.1,9.1,9.1
111,29.2,9.1,9.1,9.1
112,29.2,9.1,9.1,9.1
113,29.2,9.1,9.1,9.1
114,29.2,9.1,9.1,9.1
115,29.2,9.1,9.1,9.1
116,29.2,9.1,9.1,9.1
117,29.2,9.1,9.1,9.1
118,29.2,9.1,9.1,9.1
119,29.2,9.1,9.1,9.1
120,29.2,9.1,9.1,9.1
121,29.2,9.1,9.1,9.1
122,29.2,9.1,9.1,9.1
123,29.2,9.1,9.1,9.1
124,29.2,9.1,9.1,9.1
125,29.2,9.1,9.1,9.1
126,29.2,9.1,9.1,9.1
127,29.2,9.1,9.1,9.1
128,29.2,9.1,9.1,9.1
129,29.2,9.1,9.1,9.1
130,29.2,9.1,9.1,9.1
131,29.2,9.1,9.1,9.1
132,29.2,9.1,9.1,9.1
133,29.2,9.1,9.1,9.1
134,29.2,9.1,9.1,9.1
135,29.2,9.1,9.1,9.1
136,29.2,9.1,9.1,9.1
137,29.2,9.1,9.1,9.1
138,29.2,9.1,9.1,9.1
139,29.2,9.1,9.1,9.1
140,29.2,9.1,9.1,9.1
141,29.2,9.1,9.1,9.1
142,29.2,9.1,9.1,9.1
143,29.2,9.1,9.1,9.1
144,29.2,9.1,9.1,9.1
145,29.2,9.1,9.1,9.1
146,29.2,9.1,9.1,9.1
147,29.2,9.1,9.1,9.1
148,29.2,9.1,9.1,9.1
149,29.2,9.1,9.1,9.1
150,29.2,9.1,9.1,9.1
151,29.2,9.1,9.1,9.1
152,29.2,9.1,9.1,9.1
153,29.2,9.1,9.1,9.1
154,29.2,9.1,9.1,9.1
155,29.2,9.1,9.1,9.1
156,29.2,9.1,9.1,9.1
157,29.2,9.1,9.1,9.1
158,29.2,9.1,9.1,9.1
159,29.2,9.1,9.1,9.1
160,29.2,9.1,9.1,9.1
161,29.2,9.1,9.1,9.1
162,29.2,9.1,9.1,9.1
163,29.2,9.1,9.1,9.1
164,29.2,9.1,9.1,9.1
165,29.2,9.1,9.1,9.1
166,29.2,9.1,9.1,9.1
167,29.2,9.1,9.1,9.1
168,29.2,9.1,9.1,9.1
169,29.2,9.1,9.1,9.1
170,29.2,9.1,9.1,9.1
171,29.2,9.1,9.1,9.1
172,29.2,9.1,9.1,9.1
173,29.2,9.1,9.1,9.1
174,29.2,9.1,9.1,9.1
175,29.2,9.1,9.1,9.1
176,29.2,9.1,9.1,9.1
177,29.2,9.1,9.1,9.1
178,29.2,9.1,9.1,9.1
179,29.2,9.1,9.1,9.1
180,29.2,9.1,9.1,9.1
181,29.2,9.1,9.1,9.1
182,29.2,9.1,9.1,9.1
183,29.2,9.1,9.1,9.1
184,29.2,9.1,9.1,9.1
185,29.2,9.1,9.1,9.1
186,29.2,9.1,9.1,9.1
187,29.2,9.1,9.1,9.1
188,29.2,9.1,9.1,9.1
189,29.2,9.1,9.1,9.1
190,29.2,9.1,9.1,9.1
191,29.2,9.1,9.1,9.1
192,29.2,9.1,9.1,9.1
193,29.2,9.1,9.1,9.1
194,29.2,9.1,9.1,9.1
195,29.2,9.1,9.1,9.1
196,29.2,9.1,9.1,9.1
197,29.2,9.1,9.1,9.1
198,29.2,9.1,9.1,9.1
199,29.2,9.1,9.1,9.1
200,29.2,9.1,9.1,9.1
201,29.2,9.1,9.1,9.1
202,29.2,9.1,9.1,9.1
203,29.2,9.1,9.1,9.1
204,29.2,9.1,9.1,9.1
205,29.2,9.1,9.1,9.1
206,29.2,9.1,9.1,9.1
207,29.2,9.1,9.1,9.1
208,29.2,9.1,9.1,9.1
209,29.2,9.1,9.1,9.1
210,29.2,9.1,9.1,9.1
211,29.2,9.1,9.1,9.1
212,29.2,9.1,9.1,9.1
213,29.2,9.1,9.1,9.1
214,29.2,9.1,9.1,9.1
215,29.2,9.1,9.1,9.1
216,29.2,9.1,9.1,9.1
217,29.2,9.1,9.1,9.1
218,29.2,9.1,9.1,9.1
219,29.2,9.1,9.1,9.1
220,29.2,9.1,9.1,9.1
221,29.2,9.1,9.1,9.1
222,29.2,9.1,9.1,9.1
223,29.2,9.1,9.1,9.1
224,29.2,9.1,9.1,9.1
225,29.2,9.1,9.1,9.1
226,29.2,9.1,9.1,9.1
227,29.2,9.1,9.1,9.1
228,29.2,9.1,9.1,9.1
229,29.2,9.1,9.1,9.1
230,29.2,9.1,9.1,9.1
231,29.2,9.1,9.1,9.1
232,29.2,9.1,9.1,9.1
233,29.2,9.1,9.1,9.1
234,29.2,9.1,9.1,9.1
235,29.2,9.1,9.1,9.1
236,29.2,9.1,9.1,9.1
237,29.2,9.1,9.1,9.1
238,29.2,9.1,9.1,9.1
239,29.2,9.1,9.1,9.1
240,29.2,9.1,9.1,9.1
241,29.2,9.1,9.1,9.1
242,29.2,9.1,9.1,9.1
243,29.2,9.1,9.1,9.1
244,29.2,9.1,9.1,9.1
245,29.2,9.1,9.1,9.1
246,29.2,9.1,9.1,9.1
247,29.2,9.1,9.1,9.1
248,29.2,9.1,9.1,9.1
249,29.2,9.1,9.1,9.1
250,29.2,9.1,9.1,9.1
251,29.2,9.1,9.1,9.1
252,29.2,9.1,9.1,9.1
253,29.2,9.1,9.1,9.1
254,29.2,9.1,9.1,9.1
255,29.2,9.1,9.1,9.1
256,29.2,9.1,9.1,9.1
257,29.2,9.1,9.1,9.1
258,29.2,9.1,9.1,9.1
259,29.2,9.1,9.1,9.1
260,29.2,9.1,9.1,9.1
261,29.2,9.1,9.1,9.1
262,29.2,9.1,9.1,9.1
263,29.2,9.1,9.1,9.1
264,29.2,9.1,9.1,9.1
265,29.2,9.1,9.1,9.1
266,29.2,9.1,9.1,9.1
267,29.2,9.1,9.1,9.1
268,29.2,9.1,9.1,9.1
269,29.2,9.1,9.1,9.1
270,29.2,9.1,9.1,9.1
271,29.2,9.1,9.1,9.1
272,29.2,9.1,9.1,9.1
273,29.2,9.1,9.1,9.1
274,29.2,9.1,9.1,9.1
275,29.2,9.1,9.1,9.1
276,29.2,9.1,9.1,9.1
277,29.2,9.1,9.1,9.1
278,29.2,9.1,9.1,9.1
279,29.2,9.1,9.1,9.1
280,29.2,9.1,9.1,9.1
281,29.2,9.1,9.1,9.1
282,29.2,9.1,9.1,9.1
283,29.2,9.1,9.1,9.1
284,29.2,9.1,9.1,9.1
285,29.2,9.1,9.1,9.1
286,29.2,9.1,9.1,9.1
287,29.2,9.1,9.1,9.1
288,29.2,9.1,9.1,9.1
289,29.2,9.1,9.1,9.1
290,29.2,9.1,9.1,9.1
291,29.2,9.1,9.1,9.1
292,29.2,9.1,9.1,9.1
293,29.2,9.1,9.1,9.1
294,29.2,9.1,9.1,9.1
295,29.2,9.1,9.1,9.1
296,29.2,9.1,9.1,9.1
297,29.2,9.1,9.1,9.1
298,29.2,9.1,9.1,9.1
299,29.2,9.1,9.1,9.1
300,29.2,9.1,9.1,9.1
301,29.2,9.1,9.1,9.1
302,29.2,9.1,9.1,9.1
303,29.2,9.1,9.1,9.1
304,29.2,9.1,9.1,9.1
305,29.2,9.1,9.1,9.1
306,29.2,9.1,9.1,9.1
307,29.2,9.1,9.1,9.1
308,29.2,9.1,9.1,9.1
309,29.2,9.1,9.1,9.1
310,29.2,9.1,9.1,9.1
311,29.2,9.1,9.1,9.1
312,29.2,9.1,9.1,9.1
313,29.2,9.1,9.1,9.1
314,29.2,9.1,9.1,9.1
315,29.2,9.1,9.1,9.1
316,29.2,9.1,9.1,9.1
317,29.2,9.1,9.1,9.1
318,29.2,9.1,9.1,9.1
319,29.2,9.1,9.1,9.1
320,29.2,9.1,9.1,9.1
321,29.2,9.1,9.1,9.1
322,29.2,9.1,9.1,9.1
323,29.2,9.1,9.1,9.1
324,29.2,9.1,9.1,9.1
325,29.2,9.1,9.1,9.1
326,29.2,9.1,9.1,9.1
327,29.2,9.1,9.1,9.1
328,29.2,9.1,9.1,9.1
329,29.2,9.1,9.1,9.1
330,29.2,9.1,9.1,9.1
331,29.2,9.1,9.1,9.1
332,29.2,9.1,9.1,9.1
333,29.2,9.1,9.1,9.1
334,29.2,9.1,9.1,9.1
335,29.2,9.1,9.1,9.1
336,29.2,9.1,9.1,9.1
337,29.2,9.1,9.1,9.1
338,29.2,9.1,9.1,9.1
339,29.2,9.1,9.1,9.1
340,29.2,9.1,9.1,9.1
341,29.2,9.1,9.1,9.1
342,29.2,9.1,9.1,9.1
343,29.2,9.1,9.1,9.1
344,29.2,9.1,9.1,9.1
345,29.2,9.1,9.1,9.1
346,29.2,9.1,9.1,9.1
347,29.2,9.1,9.1,9.1
348,29.2,9.1,9.1,9.1
349,29.2,9.1,9.1,9.1
350,29.2,9.1,9.1,9.1
351,29.2,9.1,9.1,9.1
352,29.2,9.1,9.1,9.1
353,29.2,9.1,9.1,9.1
354,29.2,9.1,9.1,9.1
355,29.2,9.1,9.1,9.1
356,29.2,9.1,9.1,9.1
357,29.2,9.1,9.1,9.1
358,29.2,9.1,9.1,9.1
359,29.2,9.1,9.1,9.1
360,29.2,9.1,9.1,9.1
361,29.2,9.1,9.1,9.1
362,29.2,9.1,9.1,9.1
363,29.2,9.1,9.1,9.1
364,29.2,9.1,9.1,9.1
365,29.2,9.1,9.1,9.1
366,29.2,9.1,9.1,9.1
367,29.2,9.1,9.1,9.1
368,29.2,9.1,9.1,9.1
369,29.2,9.1,9.1,9.1
370,29.2,9.1,9.1,9.1
371,29.2,9.1,9.1,9.1
372,29.2,9.1,9.1,9.1
373,29.2,9.1,9.1,9.1
374,29.2,9.1,9.1,9.1
375,29.2,9.1,9.1,9.1
376,29.2,9.1,9.1,9.1
377,29.2,9.1,9.1,9.1
378,29.2,9.1,9.1,9.1
379,29.2,9.1,9.1,9.1
380,29.2,9.1,9.1,9.1
381,29.2,9.1,9.1,9.1
382,29.2,9.1,9.1,9.1
383,29.2,9.1,9.1,9.1
384,29.2,9.1,9.1,9.1
385,29.2,9.1,9.1,9.1
386,29.2,9.1,9.1,9.1
387,29.2,9.1,9.1,9.1
388,29.2,9.1,9.1,9.1
389,29.2,9.1,9.1,9.1
390,29.2,9.1,9.1,9.1
391,29.2,9.1,9.1,9.1
392,29.2,9.1,9.1,9.1
393,29.2,9.1,9.1,9.1
394,29.2,9.1,9.1,9.1
395,29.2,9.1,9.1,9.1
396,29.2,9.1,9.1,9.1
397,29.2,9.1,9.1,9.1
398,29.2,9.1,9.1,9.1
399,29.2,9.1,9.1,9.1
400,29.2,9.1,9.1,9.1
401,29.2,9.1,9.1,9.1
402,29.2,9.1,9.1,9.1
403,29.2,9.1,9.1,9.1
404,29.2,9.1,9.1,9.1
405,29.2,9.1,9.1,9.1
406,29.2,9.1,9.1,9.1
407,29.2,9.1,9.1,9.1
408,29.2,9.1,9.1,9.1
409,29.2,9.1,9.1,9.1
410,29.2,9.1,9.1,9.1
411,29.2,9.1,9.1,9.1
412,29.2,9.1,9.1,9.1
413,29.2,9.1,9.1,9.1
414,29.2,9.1,9.1,9.1
415,29.2,9.1,9.1,9.1
416,29.2,9.1,9.1,9.1
417,29.2,9.1,9.1,9.1
418,29.2,9.1,9.1,9.1
419,29.2,9.1,9.1,9.1
420,29.2,9.1,9.1,9.1
421,29.2,9.1,9.1,9.1
422,29.2,9.1,9.1,9.1
423,29.2,9.1,9.1,9.1
424,29.2,9.1,9.1,9.1
425,29.2,9.1,9.1,9.1
426,29.2,9.1,9.1,9.1
427,29.2,9.1,9.1,9.1
428,29.2,9.1,9.1,9.1
429,29.2,9.1,9.1,9.1
430,29.2,9.1,9.1,9.1
431,29.2,9.1,9.1,9.1
432,29.2,9.1,9.1,9.1
433,29.2,9.1,9.1,9.1
434,29.2,9.1,9.1,9.1
435,29.2,9.1,9.1,9.1
436,29.2,9.1,9.1,9.1
437,29.2,9.1,9.1,9.1
438,29.2,9.1,9.1,9.1
439,29.2,9.1,9.1,9.1
440,29.2,9.1,9.1,9.1
441,29.2,9.1,9.1,9.1
442,29.2,9.1,9.1,9.1
443,29.2,9.1,9.1,9.1
444,29.2,9.1,9.1,9.1
445,29.2,9.1,9.1,9.1
446,29.2,9.1,9.1,9.1
447,29.2,9.1,9.1,9.1
448,29.2,9.1,9.1,9.1
449,29.2,9.1,9.1,9.1
450,29.2,9.1,9.1,9.1
451,29.2,9.1,9.1,9.1
452,29.2,9.1,9.1,9.1
453,29.2,9.1,9.1,9.1
454,29.2,9.1,9.1,9.1
455,29.2,9.1,9.1,9.1
456,29.2,9.1,9.1,9.1
457,29.2,9.1,9.1,9.1
458,29.2,9.1,9.1,9.1
459,29.2,9.1,9.1,9.1
460,29.2,9.1,9.1,9.1
461,29.2,9.1,9.1,9.1
462,29.2,9.1,9.1,9.1
463,29.2,9.1,9.1,9.1
464,29.2,9.1,9.1,9.1
465,29.2,9.1,9.1,9.1
466,29.2,9.1,9.1,9.1
467,29.2,9.1,9.1,9.1
468,29.2,9.1,9.1,9.1
469,29.2,9.1,9.1,9.1
470,29.2,9.1,9.1,9.1
471,29.2,9.1,9.1,9.1
472,29.2,9.1,9.1,9.1
473,29.2,9.1,9.1,9.1
474,29.2,9.1,9.1,9.1
475,29.2,9.1,9.1,9.1
476,29.2,9.1,9.1,9.1
477,29.2,9.1,9.1,9.1
478,29.2,9.1,9.1,9.1
479,29.2,9.1,9.1,9.1
480,29.2,9.1,9.1,9.1
481,29.2,9.1,9.1,9.1
482,29.2,9.1,9.1,9.1
483,29.2,9.1,9.1,9.1
484,29.2,9.1,9.1,9.1
485,29.2,9.1,9.1,9.1
486,29.2,9.1,9.1,9.1
487,29.2,9.1,9.1,9.1
488,29.2,9.1,9.1,9.1
489,29.2,9.1,9.1,9.1
490,29.2,9.1,9.1,9.1
491,29.2,9.1,9.1,9.1
492,29.2,9.1,9.1,9.1
493,29.2,9.1,9.1,9.1
494,29.2,9.1,9.1,9.1
495,29.2,9.1,9.1,9.1
496,29.2,9.1,9.1,9.1
497,29.2,9.1,9.1,9.1
498,29.2,9.1,9.1,9.1
499,29.2,9.1,9.1,9.1
500,29.2,9.1,9.1,9.1
501,29.2,9.1,9.1,9.1
502,29.2,9.1,9.1,9.1
503,29.2,9.1,9.1,9.1
504,29.2,9.1,9.1,9.1
505,29.2,9.1,9.1,9.1
506,29.2,9.1,9.1,9.1
507,29.2,9.1,9.1,9.1
508,29.2,9.1,9.1,9.1
509,29.2,9.1,9.1,9.1
510,29.2,9.1,9.1,9.1
511,29.2,9.1,9.1,9.1
512,29.2,9.1,9.1,9.1
513,29.2,9.1,9.1,9.1
514,29.2,9.1,9.1,9.1
515,29.2,9.1,9.1,9.1
516,29.2,9.1,9.1,9.1
517,29.2,9.1,9.1,9.1
518,29.2,9.1,9.1,9.1
519,29.2,9.1,9.1,9.1
520,29.2,9.1,9.1,9.1
521,29.2,9.1,9.1,9.1
522,29.2,9.1,9.1,9.1
523,29.2,9.1,9.1,9.1
524,29.2,9.1,9.1,9.1
525,29.2,9.1,9.1,9.1
526,29.2,9.1,9.1,9.1
527,29.2,9.1,9.1,9.1
528,29.2,9.1,9.1,9.1
529,29.2,9.1,9.1,9.1
530,29.2,9.1,9.1,9.1
531,29.2,9.1,9.1,9.1
532,29.2,9.1,9.1,9.1
533,29.2,9.1,9.1,9.1
534,29.2,9.1,9.1,9.1
535,29.2,9.1,9.1,9.1
536,29.2,9.1,9.1,9.1
537,29.2,9.1,9.1,9.1
538,29.2,9.1,9.1,9.1
539,29.2,9.1,9.1,9.1
540,29.2,9.1,9.1,9.1
541,29.2,9.1,9.1,9.1
542,29.2,9.1,9.1,9.1
543,29.2,9.1,9.1,9.1
544,29.2,9.1,9.1,9.1
545,29.2,9.1,9.1,9.1
546,29.2,9.1,9.1,9.1
547,29.2,9.1,9.1,9.1
548,29.2,9.1,9.1,9.1
549,29.2,9.1,9.1,9.1
