seconds,APL',R,G,B
151,29.2,5.2,5.2,5.2
152,29.2,5.2,5.2,5.2
153,29.2,5.2,5.2,5.2
154,29.2,5.2,5.2,5.2
155,29.2,5.2,5.2,5.2
156,29.2,5.2,5.2,5.2
157,29.2,5.2,5.2,5.2
158,29.2,5.2,5.2,5.2
159,29.2,5.2,5.2,5.2
160,29.2,5.2,5.2,5.2
161,29.2,5.2,5.2,5.2
162,29.2,5.2,5.2,5.2
163,29.2,5.2,5.2,5.2
164,29.2,5.2,5.2,5.2
165,29.2,5.2,5.2,5.2
166,29.2,5.2,5.2,5.2
167,29.2,5.2,5.2,5.2
168,29.2,5.2,5.2,5.2
169,29.2,5.2,5.2,5.2
170,29.2,5.2,5.2,5.2
171,29.2,5.2,5.2,5.2
172,29.2,5.2,5.2,5.2
173,29.2,5.2,5.2,5.2
174,29.2,5.2,5.2,5.2
175,29.2,5.2,5.2,5.2
176,29.2,5.2,5.2,5.2
177,29.2,5.2,5.2,5.2
178,29.2,5.2,5.2,5.2
179,29.2,5.2,5.2,5.2
180,29.2,5.2,5.2,5.2
181,29.2,5.2,5.2,5.2
182,29.2,5.2,5.2,5.2
183,29.2,5.2,5.2,5.2
184,29.2,5.2,5.2,5.2
185,29.2,5.2,5.2,5.2
186,29.2,5.2,5.2,5.2
187,29.2,5.2,5.2,5.2
188,29.2,5.2,5.2,5.2
189,29.2,5.2,5.2,5.2
190,29.2,5.2,5.2,5.2
191,29.2,5.2,5.2,5.2
192,29.2,5.2,5.2,5.2
193,29.2,5.2,5.2,5.2
194,29.2,5.2,5.2,5.2
195,29.2,5.2,5.2,5.2
196,29.2,5.2,5.2,5.2
197,29.2,5.2,5.2,5.2
198,29.2,5.2,5.2,5.2
199,29.2,5.2,5.2,5.2
200,29.2,5.2,5.2,5.2
201,29.2,5.2,5.2,5.2
202,29.2,5.2,5.2,5.2
203,29.2,5.2,5.2,5.2
204,29.2,5.2,5.2,5.2
205,29.2,5.2,5.2,5.2
206,29.2,5.2,5.2,5.2
207,29.2,5.2,5.2,5.2
208,29.2,5.2,5.2,5.2
209,29.2,5.2,5.2,5.2
210,29.2,5.2,5.2,5.2
211,29.2,5.2,5.2,5.2
212,29.2,5.2,5.2,5.2
213,29.2,5.2,5.2,5.2
214,29.2,5.2,5.2,5.2
215,29.2,5.2,5.2,5.2
216,29.2,5.2,5.2,5.2
217,29.2,5.2,5.2,5.2
218,29.2,5.2,5.2,5.2
219,29.2,5.2,5.2,5.2
220,29.2,5.2,5.2,5.2
221,29.2,5.2,5.2,5.2
222,29.2,5.2,5.2,5.2
223,29.2,5.2,5.2,5.2
224,29.2,5.2,5.2,5.2
225,29.2,5.2,5.2,5.2
226,29.2,5.2,5.2,5.2
227,29.2,5.2,5.2,5.2
228,29.2,5.2,5.2,5.2
229,29.2,5.2,5.2,5.2
230,29.2,5.2,5.2,5.2
231,29.2,5.2,5.2,5.2
232,29.2,5.2,5.2,5.2
233,29.2,5.2,5.2,5.2
234,29.2,5.2,5.2,5.2
235,29.2,5.2,5.2,5.2
236,29.2,5.2,5.2,5.2
237,29.2,5.2,5.2,5.2
238,29.2,5.2,5.2,5.2
239,29.2,5.2,5.2,5.2
240,29.2,5.2,5.2,5.2
241,29.2,5.2,5.2,5.2
242,29.2,5.2,5.2,5.2
243,29.2,5.2,5.2,5.2
244,29.2,5.2,5.2,5.2
245,29.2,5.2,5.2,5.2
246,29.2,5.2,5.2,5.2
247,29.2,5.2,5.2,5.2
248,29.2,5.2,5.2,5.2
249,29.2,5.2,5.2,5.2
250,29.2,5.2,5.2,5.2
251,29.2,5.2,5.2,5.2
252,29.2,5.2,5.2,5.2
253,29.2,5.2,5.2,5.2
254,29.2,5.2,5.2,5.2
255,29.2,5.2,5.2,5.2
256,29.2,5.2,5.2,5.2
257,29.2,5.2,5.2,5.2
258,29.2,5.2,5.2,5.2
259,29.2,5.2,5.2,5.2
260,29.2,5.2,5.2,5.2
261,29.2,5.2,5.2,5.2
262,29.2,5.2,5.2,5.2
263,29.2,5.2,5.2,5.2
264,29.2,5.2,5.2,5.2
265,29.2,5.2,5.2,5.2
266,29.2,5.2,5.2,5.2
267,29.2,5.2,5.2,5.2
268,29.2,5.2,5.2,5.2
269,29.2,5.2,5.2,5.2
270,29.2,5.2,5.2,5.2
271,29.2,5.2,5.2,5.2
272,29.2,5.2,5.2,5.2
273,29.2,5.2,5.2,5.2
274,29.2,5.2,5.2,5.2
275,29.2,5.2,5.2,5.2
276,29.2,5.2,5.2,5.2
277,29.2,5.2,5.2,5.2
278,29.2,5.2,5.2,5.2
279,29.2,5.2,5.2,5.2
280,29.2,5.2,5.2,5.2
281,29.2,5.2,5.2,5.2
282,29.2,5.2,5.2,5.2
283,29.2,5.2,5.2,5.2
284,29.2,5.2,5.2,5.2
285,29.2,5.2,5.2,5.2
286,29.2,5.2,5.2,5.2
287,29.2,5.2,5.2,5.2
288,29.2,5.2,5.2,5.2
289,29.2,5.2,5.2,5.2
290,29.2,5.2,5.2,5.2
291,29.2,5.2,5.2,5.2
292,29.2,5.2,5.2,5.2
293,29.2,5.2,5.2,5.2
294,29.2,5.2,5.2,5.2
295,29.2,5.2,5.2,5.2
296,29.2,5.2,5.2,5.2
297,29.2,5.2,5.2,5.2
298,29.2,5.2,5.2,5.2
299,29.2,5.2,5.2,5.2
300,29.2,5.2,5.2,5.2
301,29.2,5.2,5.2,5.2
302,29.2,5.2,5.2,5.2
303,29.2,5.2,5.2,5.2
304,29.2,5.2,5.2,5.2
305,29.2,5.2,5.2,5.2
306,29.2,5.2,5.2,5.2
307,29.2,5.2,5.2,5.2
308,29.2,5.2,5.2,5.2
309,29.2,5.2,5.2,5.2
310,29.2,5.2,5.2,5.2
311,29.2,5.2,5.2,5.2
312,29.2,5.2,5.2,5.2
313,29.2,5.2,5.2,5.2
314,29.2,5.2,5.2,5.2
315,29.2,5.2,5.2,5.2
316,29.2,5.2,5.2,5.2
317,29.2,5.2,5.2,5.2
318,29.2,5.2,5.2,5.2
319,29.2,5.2,5.2,5.2
320,29.2,5.2,5.2,5.2
321,29.2,5.2,5.2,5.2
322,29.2,5.2,5.2,5.2
323,29.2,5.2,5.2,5.2
324,29.2,5.2,5.2,5.2
325,29.2,5.2,5.2,5.2
326,29.2,5.2,5.2,5.2
327,29.2,5.2,5.2,5.2
328,29.2,5.2,5.2,5.2
329,29.2,5.2,5.2,5.2
330,29.2,5.2,5.2,5.2
331,29.2,5.2,5.2,5.2
332,29.2,5.2,5.2,5.2
333,29.2,5.2,5.2,5.2
334,29.2,5.2,5.2,5.2
335,29.2,5.2,5.2,5.2
336,29.2,5.2,5.2,5.2
337,29.2,5.2,5.2,5.2
338,29.2,5.2,5.2,5.2
339,29.2,5.2,5.2,5.2
340,29.2,5.2,5.2,5.2
341,29.2,5.2,5.2,5.2
342,29.2,5.2,5.2,5.2
343,29.2,5.2,5.2,5.2
344,29.2,5.2,5.2,5.2
345,29.2,5.2,5.2,5.2
346,29.2,5.2,5.2,5.2
347,29.2,5.2,5.2,5.2
348,29.2,5.2,5.2,5.2
349,29.2,5.2,5.2,5.2
350,29.2,5.2,5.2,5.2
351,29.2,5.2,5.2,5.2
352,29.2,5.2,5.2,5.2
353,29.2,5.2,5.2,5.2
354,29.2,5.2,5.2,5.2
355,29.2,5.2,5.2,5.2
356,29.2,5.2,5.2,5.2
357,29.2,5.2,5.2,5.2
358,29.2,5.2,5.2,5.2
359,29.2,5.2,5.2,5.2
360,29.2,5.2,5.2,5.2
361,29.2,5.2,5.2,5.2
362,29.2,5.2,5.2,5.2
363,29.2,5.2,5.2,5.2
364,29.2,5.2,5.2,5.2
365,29.2,5.2,5.2,5.2
366,29.2,5.2,5.2,5.2
367,29.2,5.2,5.2,5.2
368,29.2,5.2,5.2,5.2
369,29.2,5.2,5.2,5.2
370,29.2,5.2,5.2,5.2
371,29.2,5.2,5.2,5.2
372,29.2,5.2,5.2,5.2
373,29.2,5.2,5.2,5.2
374,29.2,5.2,5.2,5.2
375,29.2,5.2,5.2,5.2
376,29.2,5.2,5.2,5.2
377,29.2,5.2,5.2,5.2
378,29.2,5.2,5.2,5.2
379,29.2,5.2,5.2,5.2
380,29.2,5.2,5.2,5.2
381,29.2,5.2,5.2,5.2
382,29.2,5.2,5.2,5.2
383,29.2,5.2,5.2,5.2
384,29.2,5.2,5.2,5.2
385,29.2,5.2,5.2,5.2
386,29.2,5.2,5.2,5.2
387,29.2,5.2,5.2,5.2
388,29.2,5.2,5.2,5.2
389,29.2,5.2,5.2,5.2
390,29.2,5.2,5.2,5.2
391,29.2,5.2,5.2,5.2
392,29.2,5.2,5.2,5.2
393,29.2,5.2,5.2,5.2
394,29.2,5.2,5.2,5.2
395,29.2,5.2,5.2,5.2
396,29.2,5.2,5.2,5.2
397,29.2,5.2,5.2,5.2
398,29.2,5.2,5.2,5.2
399,29.2,5.2,5.2,5.2
400,29.2,5.2,5.2,5.2
401,29.2,5.2,5.2,5.2
402,29.2,5.2,5.2,5.2
403,29.2,5.2,5.2,5.2
404,29.2,5.2,5.2,5.2
405,29.2,5.2,5.2,5.2
406,29.2,5.2,5.2,5.2
407,29.2,5.2,5.2,5.2
408,29.2,5.2,5.2,5.2
409,29.2,5.2,5.2,5.2
410,29.2,5.2,5.2,5.2
411,29.2,5.2,5.2,5.2
412,29.2,5.2,5.2,5.2
413,29.2,5.2,5.2,5.2
414,29.2,5.2,5.2,5.2
415,29.2,5.2,5.2,5.2
416,29.2,5.2,5.2,5.2
417,29.2,5.2,5.2,5.2
418,29.2,5.2,5.2,5.2
419,29.2,5.2,5.2,5.2
420,29.2,5.2,5.2,5.2
421,29.2,5.2,5.2,5.2
422,29.2,5.2,5.2,5.2
423,29.2,5.2,5.2,5.2
424,29.2,5.2,5.2,5.2
425,29.2,5.2,5.2,5.2
426,29.2,5.2,5.2,5.2
427,29.2,5.2,5.2,5.2
428,29.2,5.2,5.2,5.2
429,29.2,5.2,5.2,5.2
430,29.2,5.2,5.2,5.2
431,29.2,5.2,5.2,5.2
432,29.2,5.2,5.2,5.2
433,29.2,5.2,5.2,5.2
434,29.2,5.2,5.2,5.2
435,29.2,5.2,5.2,5.2
436,29.2,5.2,5.2,5.2
437,29.2,5.2,5.2,5.2
438,29.2,5.2,5.2,5.2
439,29.2,5.2,5.2,5.2
440,29.2,5.2,5.2,5.2
441,29.2,5.2,5.2,5.2
442,29.2,5.2,5.2,5.2
443,29.2,5.2,5.2,5.2
444,29.2,5.2,5.2,5.2
445,29.2,5.2,5.2,5.2
446,29.2,5.2,5.2,5.2
447,29.2,5.2,5.2,5.2
448,29.2,5.2,5.2,5.2
449,29.2,5.2,5.2,5.2
450,29.2,5.2,5.2,5.2
451,29.2,5.2,5.2,5.2
452,29.2,5.2,5.2,5.2
453,29.2,5.2,5.2,5.2
454,29.2,5.2,5.2,5.2
455,29.2,5.2,5.2,5.2
456,29.2,5.2,5.2,5.2
457,29.2,5.2,5.2,5.2
458,29.2,5.2,5.2,5.2
459,29.2,5.2,5.2,5.2
460,29.2,5.2,5.2,5.2
461,29.2,5.2,5.2,5.2
462,29.2,5.2,5.2,5.2
463,29.2,5.2,5.2,5.2
464,29.2,5.2,5.2,5.2
465,29.2,5.2,5.2,5.2
466,29.2,5.2,5.2,5.2
467,29.2,5.2,5.2,5.2
468,29.2,5.2,5.2,5.2
469,29.2,5.2,5.2,5.2
470,29.2,5.2,5.2,5.2
471,29.2,5.2,5.2,5.2
472,29.2,5.2,5.2,5.2
473,29.2,5.2,5.2,5.2
474,29.2,5.2,5.2,5.2
475,29.2,5.2,5.2,5.2
476,29.2,5.2,5.2,5.2
477,29.2,5.2,5.2,5.2
478,29.2,5.2,5.2,5.2
479,29.2,5.2,5.2,5.2
480,29.2,5.2,5.2,5.2
481,29.2,5.2,5.2,5.2
482,29.2,5.2,5.2,5.2
483,29.2,5.2,5.2,5.2
484,29.2,5.2,5.2,5.2
485,29.2,5.2,5.2,5.2
486,29.2,5.2,5.2,5.2
487,29.2,5.2,5.2,5.2
488,29.2,5.2,5.2,5.2
489,29.2,5.2,5.2,5.2
490,29.2,5.2,5.2,5.2
491,29.2,5.2,5.2,5.2
492,29.2,5.2,5.2,5.2
493,29.2,5.2,5.2,5.2
494,29.2,5.2,5.2,5.2
495,29.2,5.2,5.2,5.2
496,29.2,5.2,5.2,5.2
497,29.2,5.2,5.2,5.2
498,29.2,5.2,5.2,5.2
499,29.2,5.2,5.2,5.2
500,29.2,5.2,5.2,5.2
501,29.2,5.2,5.2,5.2
502,29.2,5.2,5.2,5.2
503,29.2,5.2,5.2,5.2
504,29.2,5.2,5.2,5.2
505,29.2,5.2,5.2,5.2
506,29.2,5.2,5.2,5.2
507,29.2,5.2,5.2,5.2
508,29.2,5.2,5.2,5.2
509,29.2,5.2,5.2,5.2
510,29.2,5.2,5.2,5.2
511,29.2,5.2,5.2,5.2
512,29.2,5.2,5.2,5.2
513,29.2,5.2,5.2,5.2
514,29.2,5.2,5.2,5.2
515,29.2,5.2,5.2,5.2
516,29.2,5.2,5.2,5.2
517,29.2,5.2,5.2,5.2
518,29.2,5.2,5.2,5.2
519,29.2,5.2,5.2,5.2
520,29.2,5.2,5.2,5.2
521,29.2,5.2,5.2,5.2
522,29.2,5.2,5.2,5.2
523,29.2,5.2,5.2,5.2
524,29.2,5.2,5.2,5.2
525,29.2,5.2,5.2,5.2
526,29.2,5.2,5.2,5.2
527,29.2,5.2,5.2,5.2
528,29.2,5.2,5.2,5.2
529,29.2,5.2,5.2,5.2
530,29.2,5.2,5.2,5.2
531,29.2,5.2,5.2,5.2
532,29.2,5.2,5.2,5.2
533,29.2,5.2,5.2,5.2
534,29.2,5.2,5.2,5.2
535,29.2,5.2,5.2,5.2
536,29.2,5.2,5.2,5.2
537,29.2,5.2,5.2,5.2
538,29.2,5.2,5.2,5.2
539,29.2,5.2,5.2,5.2
540,29.2,5.2,5.2,5.2
541,29.2,5.2,5.2,5.2
542,29.2,5.2,5.2,5.2
543,29.2,5.2,5.2,5.2
544,29.2,5.2,5.2,5.2
545,29.2,5.2,5.2,5.2
546,29.2,5.2,5.2,5.2
547,29.2,5.2,5.2,5.2
548,29.2,5.2,5.2,5.2
549,29.2,5.2,5.2,5.2
